DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	PLATFORM [SNPS PASSING QC]	ASSOCIATION COUNT
2018-12-06	30319691	Liu C	2018-09-24	Front Genet	www.ncbi.nlm.nih.gov/pubmed/30319691	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Cognitive impairment test score	235 early mild cognitive impairment cases, 249 late mild cognitive impairment cases, 47 Alzheimer's disease cases, 281 controls.	NA	Illumina [575353]	20
2018-12-06	30319691	Liu C	2018-09-24	Front Genet	www.ncbi.nlm.nih.gov/pubmed/30319691	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Cerebrospinal fluid p-Tau181p:AB1-42 ratio	235 early mild cognitive impairment cases, 249 late mild cognitive impairment cases, 47 Alzheimer's disease cases, 281 controls.	NA	Illumina [575353]	14
2018-12-06	30319691	Liu C	2018-09-24	Front Genet	www.ncbi.nlm.nih.gov/pubmed/30319691	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Cerebrospinal fluid t-tau:AB1-42 ratio	235 early mild cognitive impairment cases, 249 late mild cognitive impairment cases, 47 Alzheimer's disease cases, 281 controls.	NA	Illumina [575353]	14
2018-11-05	30247649	Gonzalez-Serna D	2018-09-21	Rheumatology (Oxford)	www.ncbi.nlm.nih.gov/pubmed/30247649	Analysis of the genetic component of systemic sclerosis in Iranian and Turkish populations through a genome-wide association study.	Systemic sclerosis	764 Middle Eastern ancestry cases, 1,343 Middle Eastern ancestry controls	NA	Illumina [5698748] (imputed)	11
2018-12-11	30223776	Hwang LD	2018-09-17	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/30223776	Bivariate genome-wide association analysis strengthens the role of bitter receptor clusters on chromosomes 7 and 12 in human bitter taste.	Bitter taste perception (multivariate analysis)	1,999 European ancestry individuals from 929 twin families	NA	Illumina [4381914] (imputed)	11
2018-11-29	30224653	Evangelou E	2018-09-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30224653	Genetic analysis of over 1 million people identifies 535 new loci associated with blood pressure traits.	Pulse pressure	757,601 European ancestry individuals	NA	Affymetrix, Illumina [~ 7100000] (imputed)	47
2018-11-29	30224653	Evangelou E	2018-09-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30224653	Genetic analysis of over 1 million people identifies 535 new loci associated with blood pressure traits.	Diastolic blood pressure	757,601 European ancestry individuals	NA	Affymetrix, Illumina [~ 7100000] (imputed)	103
2018-11-29	30224653	Evangelou E	2018-09-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30224653	Genetic analysis of over 1 million people identifies 535 new loci associated with blood pressure traits.	Systolic blood pressure	757,601 European ancestry individuals	NA	Affymetrix, Illumina [~ 7100000] (imputed)	60
2018-11-29	30224653	Evangelou E	2018-09-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30224653	Genetic analysis of over 1 million people identifies 535 new loci associated with blood pressure traits.	Pulse pressure	757,601 European ancestry individuals	249,262 European ancestry individuals	Affymetrix, Illumina [~ 7100000] (imputed)	104
2018-11-29	30224653	Evangelou E	2018-09-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30224653	Genetic analysis of over 1 million people identifies 535 new loci associated with blood pressure traits.	Diastolic blood pressure	757,601 European ancestry individuals	249,262 European ancestry individuals	Affymetrix, Illumina [~ 7100000] (imputed)	91
2018-12-11	30223776	Hwang LD	2018-09-17	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/30223776	Bivariate genome-wide association analysis strengthens the role of bitter receptor clusters on chromosomes 7 and 12 in human bitter taste.	Bitter taste perception	1,999 European ancestry individuals from 929 twin families	NA	Illumina [4381914] (imputed)	6
2018-11-29	30224653	Evangelou E	2018-09-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30224653	Genetic analysis of over 1 million people identifies 535 new loci associated with blood pressure traits.	Systolic blood pressure	757,601 European ancestry individuals	249,262 European ancestry individuals	Affymetrix, Illumina [~ 7100000] (imputed)	130
2018-12-07	30275891	Das S	2018-09-17	BMC Proc	www.ncbi.nlm.nih.gov/pubmed/30275891	Family-based genome-wide association of inflammation biomarkers and fenofibrate treatment response in the GOLDN study.	HDL cholesterol and triglyceride levels	821 individuals	NA	NR [NR]	16
2018-12-06	30263053	Deng X	2018-09-17	BMC Proc	www.ncbi.nlm.nih.gov/pubmed/30263053	Genome-wide association study for multiple phenotype analysis.	HDL cholesterol and triglyceride levels (pleiotropy)	821 individuals	NA	Affymetrix [587358]	8
2018-12-05	30263053	Deng X	2018-09-17	BMC Proc	www.ncbi.nlm.nih.gov/pubmed/30263053	Genome-wide association study for multiple phenotype analysis.	HDL cholesterol	821 individuals	NA	Affymetrix [587358]	4
2018-12-05	30263053	Deng X	2018-09-17	BMC Proc	www.ncbi.nlm.nih.gov/pubmed/30263053	Genome-wide association study for multiple phenotype analysis.	Triglyceride levels	821 individuals	NA	Affymetrix [587358]	2
2018-12-07	30275891	Das S	2018-09-17	BMC Proc	www.ncbi.nlm.nih.gov/pubmed/30275891	Family-based genome-wide association of inflammation biomarkers and fenofibrate treatment response in the GOLDN study.	Response to fenofibrate	778 individuals	NA	NR [243593]	0
2018-11-05	30217807	Robinson-Cohen C	2018-09-14	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/30217807	Genetic Variants Associated with Circulating Fibroblast Growth Factor 23.	Circulating fibroblast growth factor 23 levels	16,624 European ancestry individuals	4,443 African ancestry individuals	Affymetrix, Illumina [NR] (imputed)	19
2018-11-02	30218097	Munz M	2018-09-14	Eur J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30218097	Meta-analysis of genome-wide association studies of aggressive and chronic periodontitis identifies two novel risk loci.	Periodontitis	4,102 European ancestry cases, 8,489 European ancestry controls	993 European ancestry cases, 1,419 European ancestry controls	Affymetrix, Illumina [1722107] (imputed)	12
2018-10-18	30213928	Went M	2018-09-13	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30213928	Identification of multiple risk loci and regulatory mechanisms influencing susceptibility to multiple myeloma.	Multiple myeloma	8,197 European ancestry cases, 241,468 European ancestry controls	1,777 European ancestry cases, 6,088 European ancestry controls	Illumina [up to 10291845] (imputed)	9
2018-12-06	30277614	Carlson JC	2018-09-11	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/30277614	Genome-wide interaction studies identify sex-specific risk alleles for nonsyndromic orofacial clefts.	Nonsyndromic cleft lip with or without cleft palate x sex interaction (2df test)	1,293 male cases, 849 female cases, 713 male controls, 987 female controls	NA	Illumina [up to 34985077] (imputed)	3
2019-01-25	30202859	Laisk T	2018-09-07	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/30202859	Large scale meta-analysis highlights the hypothalamic-pituitary-gonadal (HPG) axis in the genetic regulation of menstrual cycle length.	Length of menstrual cycle	44,871 European ancestry women	NA	Illumina [9344826] (imputed)	5
2018-10-17	30219690	Heinzman JT	2018-09-07	J Affect Disord	www.ncbi.nlm.nih.gov/pubmed/30219690	GWAS and systems biology analysis of depressive symptoms among smokers from the COPDGene cohort.	Depression in smokers	1,622 European ancestry cases, 391 African American cases, 4,954 European ancestry controls, 2,749 African American controls	NA	Illumina [NR] (imputed)	54
2018-10-19	30194396	Rafnar T	2018-09-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30194396	Variants associating with uterine leiomyoma highlight genetic background shared by various cancers and hormone-related traits.	Uterine fibroids	16,595 European ancestry cases, 523,330 European ancestry controls	NA	Affymetrix, Illumina [43421991] (imputed)	53
2019-01-08	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Infant death in continuous marriage (Proportion of children died <1 year)	593 Tibetan ancestry individuals	NA	Illumina [~ 3500000] (imputed)	0
2018-11-19	30220432	Haas ME	2018-09-06	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30220432	Genetic Association of Albuminuria with Cardiometabolic Disease and Blood Pressure.	Urinary albumin excretion	382,500 European ancestry individuals	NA	Affymetrix [11709857] (imputed)	46
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Age at first birth in continuous marriage	593 Tibetan ancestry individuals	NA	Illumina [~ 3500000] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Age at first birth	972 Tibetan ancestry individuals	NA	Illumina [3507330] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Age at last pregnancy in continuous marriage	593 Tibetan ancestry individuals	NA	Illumina [~ 3500000] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Age at last pregnancy	958 Tibetan ancestry individuals	NA	Illumina [3507463] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Number of twin births in continuous marriage	593 Tibetan ancestry individuals	NA	Illumina [~ 3500000] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Number of twin births	981 Tibetan ancestry individuals	NA	Illumina [3507697] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Number of pregnancies in continuous marriage	593 Tibetan ancestry individuals	NA	Illumina [~ 3500000] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Number of pregnancies	981 Tibetan ancestry individuals	NA	Illumina [3507697] (imputed)	1
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Proportion of live births in continuous marriage	593 Tibetan ancestry individuals	NA	Illumina [~ 3500000] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Proportion of live births	981 Tibetan ancestry individuals	NA	Illumina [3507697] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Number of live births in continuous marriage	593 Tibetan ancestry individuals	NA	Illumina [~ 3500000] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Number of live births	981 Tibetan ancestry individuals	NA	Illumina [3507697] (imputed)	1
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Juvenile survival in continuous marriage (Proportion of children surviving at 15 years)	up to 531 Tibetan ancestry individuals	NA	Illumina [~ 3500000] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Juvenile survival (Proportion of children surviving at 15 years)	531 Tibetan ancestry individuals	NA	Illumina [3507249] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Juvenile survival in continuous marriage (Number of children surviving at 15 years)	up to 531 Tibetan ancestry individuals	NA	Illumina [~ 3500000] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Juvenile survival (Number of children surviving at 15 years)	531 Tibetan ancestry individuals	NA	Illumina [3506695] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Juvenile death in continuous marriage (Proportion of children surviving at 5 years but died <15 years)	up to 531 Tibetan ancestry individuals	NA	Illumina [~ 3500000] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Juvenile death (Proportion of children surviving at 5 years but died <15 years)	531 Tibetan ancestry individuals	NA	Illumina [3507249] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Juvenile death in continuous marriage (Number of children surviving at 5 years but died <15 years)	up to 531 Tibetan ancestry individuals	NA	Illumina [~ 3500000] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Juvenile death (Number of children surviving at 5 years but died <15 years)	531 Tibetan ancestry individuals	NA	Illumina [3506695] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Child survival in continuous marriage (Proportion of children surviving at 5 years)	593 Tibetan ancestry individuals	NA	Illumina [~ 3500000] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Child survival (Proportion of children surviving at 5 years)	849 Tibetan ancestry individuals	NA	Illumina [3507585] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Child death in continuous marriage (Proportion of children surviving at 1 year but died <5 years)	593 Tibetan ancestry individuals	NA	Illumina [~ 3500000] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Child death (Proportion of children surviving at 1 year but died <5 years)	849 Tibetan ancestry individuals	NA	Illumina [3507585] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Child survival in continuous marriage (Number of children surviving at 5 years)	593 Tibetan ancestry individuals	NA	Illumina [~ 3500000] (imputed)	0
2018-12-14	30188897	Jeong C	2018-09-06	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30188897	Detecting past and ongoing natural selection among ethnically Tibetan women at high altitude in Nepal.	Child survival (Number of children surviving at 5 years)	849 Tibetan ancestry individuals	NA	Illumina [3507585] (imputed)	0
